	Feature_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence
ASV5402	ASV5402	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	NA	NA	0.725068498
ASV5403	ASV5403	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA	NA	0.709869602
ASV5404	ASV5404	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	NA	NA	0.999519758
ASV5405	ASV5405	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Cyanobacteriaceae	uncultured bacterium	uncultured bacterium	0.998879785
ASV5406	ASV5406	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Cyanobacteriaceae	uncultured bacterium	uncultured bacterium	0.894122863
ASV5407	ASV5407	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	NA	NA	0.988046304
ASV5408	ASV5408	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured bacterium	0.810151402
ASV5409	ASV5409	Bacteria	Chloroflexi	JG30-KF-CM66	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.89825346
ASV5410	ASV5410	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	NA	NA	0.999773449
ASV5411	ASV5411	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Muricoccus	Roseomonas sp. P-9Y	0.923843268
ASV5412	ASV5412	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.987977244
ASV5413	ASV5413	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Candidatus Chloroploca	Candidatus Chloroploca asiatica	0.863467194
ASV5414	ASV5414	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	NA	NA	0.999997085
ASV5415	ASV5415	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	Georgenia muralis	0.712534589
ASV5416	ASV5416	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	NA	NA	0.999929224
ASV5417	ASV5417	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	0.917551378
ASV5418	ASV5418	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA	0.700369574
ASV5419	ASV5419	Bacteria	Acidobacteria	Holophagae	Subgroup 7	NA	NA	NA	0.99999994
ASV5420	ASV5420	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Mastigocladopsis PCC-10914	NA	0.999080668
ASV5421	ASV5421	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	Crinalium SAG 22.89	NA	0.9999999
ASV5422	ASV5422	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured bacterium	uncultured bacterium	0.977673526
ASV5423	ASV5423	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Microcoleus SAG 1449-1a	uncultured bacterium	0.999935493
ASV5424	ASV5424	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Symplocastrum CPER-KK1	NA	0.947292365
ASV5425	ASV5425	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Mastigocladopsis PCC-10914	NA	0.998678682
ASV5426	ASV5426	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	NA	0.837782855
ASV5427	ASV5427	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	0.997165265
ASV5428	ASV5428	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured bacterium	uncultured bacterium	0.995557027
ASV5429	ASV5429	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	NA	NA	0.999393491
ASV5430	ASV5430	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Wilmottia Ant-Ph58	uncultured cyanobacterium	0.917474939
ASV5431	ASV5431	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	uncultured	NA	0.999974415
ASV5432	ASV5432	Bacteria	Armatimonadetes	uncultured	NA	NA	NA	NA	0.991347675
ASV5433	ASV5433	Bacteria	Chloroflexi	TK10	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.99542128
ASV5434	ASV5434	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.964315918
ASV5435	ASV5435	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA	0.972448025
ASV5436	ASV5436	Bacteria	Actinobacteria	Acidimicrobiia	NA	NA	NA	NA	0.999994703
ASV5437	ASV5437	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.880805673
ASV5438	ASV5438	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured bacterium	0.72469719
ASV5439	ASV5439	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	NA	NA	0.997879576
ASV5440	ASV5440	Bacteria	Actinobacteria	0319-7L14	NA	NA	NA	NA	0.999787413
ASV5441	ASV5441	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured bacterium	uncultured bacterium	0.998703878
ASV5442	ASV5442	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	NA	0.998888732
ASV5443	ASV5443	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	uncultured bacterium	0.996608067
ASV5444	ASV5444	Bacteria	Chloroflexi	JG30-KF-CM66	uncultured Anaerolineales bacterium	uncultured Anaerolineales bacterium	uncultured Anaerolineales bacterium	uncultured Anaerolineales bacterium	0.837968037
ASV5445	ASV5445	Bacteria	Acidobacteria	Subgroup 6	NA	NA	NA	NA	0.999999751
ASV5446	ASV5446	Bacteria	Chloroflexi	Ktedonobacteria	C0119	uncultured soil bacterium	uncultured soil bacterium	uncultured soil bacterium	0.962250123
ASV5447	ASV5447	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Microcoleus SAG 1449-1a	uncultured cyanobacterium	0.998232798
ASV5448	ASV5448	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	NA	0.944271945
ASV5449	ASV5449	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured bacterium	uncultured bacterium	0.789037464
ASV5450	ASV5450	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured bacterium	uncultured bacterium	0.814488882
ASV5451	ASV5451	Bacteria	Actinobacteria	0319-7L14	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.855304406
ASV5452	ASV5452	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	NA	NA	0.997444235
ASV5453	ASV5453	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	uncultured	uncultured cyanobacterium	0.946433017
ASV5454	ASV5454	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Symplocastrum CPER-KK1	NA	0.983492471
ASV5455	ASV5455	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Nostoc PCC-73102	NA	0.920960038
ASV5456	ASV5456	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.996106696
ASV5457	ASV5457	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA	0.999656389
ASV5458	ASV5458	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	uncultured bacterium	0.954248643
ASV5459	ASV5459	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.99292558
ASV5460	ASV5460	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	NA	NA	0.997012653
ASV5461	ASV5461	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured bacterium	uncultured bacterium	0.993959784
ASV5462	ASV5462	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloronema	uncultured bacterium	0.999999982
ASV5463	ASV5463	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	0.838908825
ASV5464	ASV5464	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	NA	0.99925541
ASV5465	ASV5465	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Myrmecia israelensis	Myrmecia israelensis	Myrmecia israelensis	0.999861183
ASV5466	ASV5466	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	NA	1
ASV5467	ASV5467	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	NA	NA	1
ASV5468	ASV5468	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	uncultured	uncultured cyanobacterium	0.888679937
ASV5469	ASV5469	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Microcoleus SAG 1449-1a	uncultured cyanobacterium	0.999877808
ASV5470	ASV5470	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	NA	0.999639814
ASV5471	ASV5471	Bacteria	FBP	NA	NA	NA	NA	NA	1
ASV5472	ASV5472	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Myrmecia israelensis	Myrmecia israelensis	Myrmecia israelensis	0.999832966
ASV5473	ASV5473	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	uncultured bacterium	0.900477864
ASV5474	ASV5474	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Wilmottia Ant-Ph58	uncultured cyanobacterium	0.935176692
ASV5475	ASV5475	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	NA	1
ASV5476	ASV5476	Bacteria	Armatimonadetes	uncultured	NA	NA	NA	NA	0.998951535
ASV5477	ASV5477	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	NA	NA	0.999999512
ASV5478	ASV5478	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured Oscillatoriales cyanobacterium	0.93680712
ASV5479	ASV5479	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	Chroococcidiopsis SAG 2023	NA	0.999912202
ASV5480	ASV5480	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	NA	0.99999999
ASV5481	ASV5481	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	0.865225492
ASV5482	ASV5482	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	NA	0.999950326
ASV5483	ASV5483	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.992510561
ASV5484	ASV5484	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium	0.80104977
ASV5485	ASV5485	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	NA	0.800810266
ASV5486	ASV5486	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	0.999999998
ASV5487	ASV5487	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	0.999999993
ASV5488	ASV5488	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured bacterium	0.998183566
ASV5489	ASV5489	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	NA	NA	0.915352698
ASV5490	ASV5490	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Microcoleus SAG 1449-1a	uncultured bacterium	0.999940454
ASV5491	ASV5491	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	B1-7BS	uncultured bacterium	uncultured bacterium	0.992332008
ASV5492	ASV5492	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	uncultured bacterium	NA	NA	0.892646402
ASV5493	ASV5493	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured cyanobacterium	uncultured cyanobacterium	0.772675453
ASV5494	ASV5494	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	NA	NA	0.880708203
ASV5495	ASV5495	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA	0.974900766
ASV5496	ASV5496	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	NA	0.997865156
ASV5497	ASV5497	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	Trichocoleus SAG 26.92	uncultured bacterium	0.99999682
ASV5498	ASV5498	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.762997281
ASV5499	ASV5499	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	NA	0.994733085
ASV5500	ASV5500	Bacteria	Actinobacteria	Acidimicrobiia	NA	NA	NA	NA	0.99989394
ASV5501	ASV5501	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	1
ASV5502	ASV5502	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured bacterium	uncultured bacterium	0.969398908
ASV5503	ASV5503	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Candidatus Entotheonella	uncultured bacterium	0.995563986
ASV5504	ASV5504	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured cyanobacterium	uncultured cyanobacterium	0.768924941
ASV5505	ASV5505	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.85317235
ASV5506	ASV5506	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured cyanobacterium	uncultured cyanobacterium	0.91691746
ASV5507	ASV5507	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	0.926171114
ASV5508	ASV5508	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	NA	NA	0.999989372
ASV5509	ASV5509	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	NA	0.92797219
ASV5510	ASV5510	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	NA	NA	0.905095214
ASV5511	ASV5511	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	NA	NA	NA	0.988809651
ASV5512	ASV5512	Bacteria	NA	NA	NA	NA	NA	NA	0.999999989
ASV5513	ASV5513	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	0.999998471
ASV5514	ASV5514	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	NA	NA	0.999974315
ASV5515	ASV5515	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	B1-7BS	uncultured bacterium	uncultured bacterium	0.853813889
ASV5516	ASV5516	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	1
ASV5517	ASV5517	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	0.702639057
ASV5518	ASV5518	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales Incertae Sedis	Constrictibacter	NA	0.899757476
ASV5519	ASV5519	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA	0.97486813
ASV5520	ASV5520	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Calothrix PCC-6303	NA	0.984424419
ASV5521	ASV5521	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Cnuella	uncultured bacterium	0.966248017
ASV5522	ASV5522	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	uncultured Roseomonas sp.	0.923218789
ASV5523	ASV5523	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	NA	NA	0.985254505
ASV5524	ASV5524	Bacteria	Actinobacteria	Acidimicrobiia	uncultured	NA	NA	NA	0.93635916
ASV5525	ASV5525	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus	NA	0.985982451
ASV5526	ASV5526	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Microcoleus SAG 1449-1a	uncultured cyanobacterium	0.922161414
ASV5527	ASV5527	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera	uncultured bacterium	0.785294805
ASV5528	ASV5528	Bacteria	Actinobacteria	MB-A2-108	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.924286362
ASV5529	ASV5529	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	uncultured Microvirga sp.	0.80191517
ASV5530	ASV5530	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	NA	NA	0.999391977
ASV5531	ASV5531	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	Chroococcidiopsis SAG 2023	NA	0.999251344
ASV5532	ASV5532	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	NA	0.999859803
ASV5533	ASV5533	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured bacterium	uncultured bacterium	0.975841197
ASV5534	ASV5534	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured bacterium	uncultured bacterium	0.923744706
ASV5535	ASV5535	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	uncultured bacterium	uncultured bacterium	0.999985228
ASV5536	ASV5536	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	NA	0.999992014
ASV5537	ASV5537	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	NA	NA	0.853648487
ASV5538	ASV5538	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	0.765982531
ASV5539	ASV5539	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	uncultured bacterium	0.999998844
ASV5540	ASV5540	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured cyanobacterium	uncultured cyanobacterium	0.998863433
ASV5541	ASV5541	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	0.999999753
ASV5542	ASV5542	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	NA	NA	0.999995758
ASV5543	ASV5543	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Wilmottia Ant-Ph58	uncultured bacterium	0.703553629
ASV5544	ASV5544	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured bacterium	0.890875207
ASV5545	ASV5545	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	NA	NA	0.999752503
ASV5546	ASV5546	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodopirillaceae	Defluviicoccus	uncultured bacterium	0.827741192
ASV5547	ASV5547	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured bacterium	uncultured bacterium	0.993950619
ASV5548	ASV5548	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	uncultured bacterium	0.779620576
ASV5549	ASV5549	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured planctomycete	uncultured planctomycete	0.935480303
ASV5550	ASV5550	Bacteria	Actinobacteria	0319-7L14	NA	NA	NA	NA	0.99999482
ASV5551	ASV5551	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	Gemmatimonadetes bacterium LX87	0.997692163
ASV5552	ASV5552	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	NA	NA	0.959680579
ASV5553	ASV5553	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Pyronema omphalodes	Pyronema omphalodes	0.701760539
ASV5554	ASV5554	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured bacterium	uncultured bacterium	0.909670871
ASV5555	ASV5555	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured bacterium	0.931281516
ASV5556	ASV5556	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	NA	0.999972476
ASV5557	ASV5557	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	uncultured	uncultured bacterium	0.83818458
ASV5558	ASV5558	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Mastigocladopsis PCC-10914	NA	0.999059344
ASV5559	ASV5559	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	uncultured	uncultured cyanobacterium	0.805974844
ASV5560	ASV5560	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	NA	NA	0.897660909
ASV5561	ASV5561	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	0.999999894
ASV5562	ASV5562	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.711074202
ASV5563	ASV5563	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	NA	NA	0.702338787
ASV5564	ASV5564	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	PMMR1	uncultured bacterium	0.932994255
ASV5565	ASV5565	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured cyanobacterium	uncultured cyanobacterium	0.846627794
ASV5566	ASV5566	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus	uncultured bacterium	0.900492045
ASV5567	ASV5567	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.999236501
ASV5568	ASV5568	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	0.999999751
ASV5569	ASV5569	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Microcoleus SAG 1449-1a	Persicaria minor	0.925575281
ASV5570	ASV5570	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.911209154
ASV5571	ASV5571	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	NA	0.999801807
ASV5572	ASV5572	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	0.981502339
ASV5573	ASV5573	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	Trichocoleus SAG 26.92	uncultured bacterium	0.999536921
ASV5574	ASV5574	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured bacterium	0.994758143
